activity,patient
"[179.0, 179.0, 141.63333333333333, 1.6666666666666667, 35.93333333333333, 15.533333333333333, 26.533333333333335, 12.8, 14.366666666666667, 45.166666666666664, 5.7, 8.466666666666667, 11.833333333333334, 5.766666666666667, 13.766666666666667, 15.633333333333333, 9.266666666666667, 13.4, 314.6, 263.4, 129.03333333333333, 126.73333333333333, 110.76666666666667, 486.26666666666665, 545.5333333333333, 328.3333333333333, 256.4, 166.06666666666666, 19.1, 2.1, 103.46666666666667, 73.63333333333334, 37.3, 320.53333333333336, 775.1333333333333, 573.7333333333333, 426.96666666666664, 124.23333333333333, 343.73333333333335, 375.96666666666664, 356.3666666666667, 347.1, 306.43333333333334, 255.56666666666666, 253.0, 140.0, 19.3, 245.6]",9.0
"[88.4, 64.66666666666667, 85.33333333333333, 435.46666666666664, 314.43333333333334, 602.4, 16.466666666666665, 5.666666666666667, 20.533333333333335, 8.0, 20.9, 8.866666666666667, 15.4, 42.53333333333333, 9.7, 33.2, 8.066666666666666, 10.1, 354.3, 64.9, 4.433333333333334, 240.23333333333332, 161.86666666666667, 318.2, 162.83333333333334, 165.9, 363.4, 252.46666666666667, 113.93333333333334, 123.23333333333333, 75.5, 81.2, 653.9333333333333, 411.96666666666664, 670.1333333333333, 426.06666666666666, 87.03333333333333, 63.166666666666664, 42.06666666666667, 113.06666666666666, 589.9, 341.3333333333333, 159.46666666666667, 159.7, 284.46666666666664, 196.76666666666668, 261.2, 247.46666666666667]",9.0
"[64.43333333333334, 12.366666666666667, 5.766666666666667, 43.1, 14.8, 0.0, 18.933333333333334, 16.6, 13.466666666666667, 3.066666666666667, 16.4, 14.333333333333334, 25.266666666666666, 175.96666666666667, 115.13333333333334, 16.233333333333334, 21.766666666666666, 13.466666666666667, 1.7666666666666666, 12.8, 129.46666666666667, 441.4, 141.0, 280.53333333333336, 460.23333333333335, 74.23333333333333, 330.8333333333333, 211.93333333333334, 279.43333333333334, 220.5, 120.86666666666666, 0.5333333333333333, 299.43333333333334, 222.93333333333334, 80.8, 735.5666666666667, 272.53333333333336, 327.4, 117.6, 82.36666666666666, 221.53333333333333, 114.8, 64.43333333333334, 140.23333333333332, 222.03333333333333, 49.8, 102.16666666666667, 82.4]",9.0
"[109.46666666666667, 252.5, 334.53333333333336, 7.0, 15.066666666666666, 54.56666666666667, 13.266666666666667, 25.0, 19.1, 15.2, 7.233333333333333, 61.766666666666666, 17.233333333333334, 22.333333333333332, 21.166666666666668, 2.7333333333333334, 289.8, 26.133333333333333, 314.06666666666666, 210.9, 733.8, 560.1, 113.9, 310.3, 569.5, 746.3666666666667, 293.6, 240.26666666666668, 42.13333333333333, 163.76666666666668, 34.46666666666667, 7.566666666666666, 83.86666666666666, 183.76666666666668, 347.26666666666665, 395.3, 390.7, 145.3, 64.73333333333333, 117.0, 415.43333333333334, 30.366666666666667, 199.96666666666667, 295.6333333333333, 141.3, 218.5, 216.43333333333334, 249.9]",9.0
"[267.06666666666666, 178.73333333333332, 180.33333333333334, 44.6, 4.366666666666666, 54.7, 16.766666666666666, 7.966666666666667, 4.1, 23.133333333333333, 4.166666666666667, 12.3, 5.233333333333333, 20.466666666666665, 232.73333333333332, 99.1, 245.2, 135.36666666666667, 51.733333333333334, 76.96666666666667, 1.9, 86.56666666666666, 2.8333333333333335, 14.633333333333333, 75.8, 101.63333333333334, 164.6, 442.6666666666667, 516.9, 613.9666666666667, 966.6666666666666, 456.8666666666667, 234.36666666666667, 101.13333333333334, 243.43333333333334, 152.4, 119.43333333333334, 245.3, 114.46666666666667, 226.96666666666667, 230.16666666666666, 558.9333333333333, 349.26666666666665, 639.2333333333333, 191.96666666666667, 319.3666666666667, 250.8, 120.93333333333334]",9.0
"[253.6, 20.666666666666668, 23.633333333333333, 11.966666666666667, 8.733333333333333, 26.4, 6.833333333333333, 9.566666666666666, 18.7, 64.03333333333333, 9.4, 5.066666666666666, 12.6, 14.666666666666666, 19.9, 2.466666666666667, 8.933333333333334, 215.33333333333334, 136.3, 194.76666666666668, 260.8, 308.6333333333333, 581.2333333333333, 800.1333333333333, 657.4, 317.46666666666664, 221.83333333333334, 279.8333333333333, 70.1, 187.93333333333334, 4.433333333333334, 35.833333333333336, 408.3666666666667, 152.66666666666666, 52.06666666666667, 67.1, 845.1666666666666, 469.5, 66.36666666666666, 126.03333333333333, 58.3, 649.3333333333334, 162.26666666666668, 186.43333333333334, 136.13333333333333, 184.43333333333334, 19.333333333333332, 322.6]",9.0
"[131.3, 166.46666666666667, 96.06666666666666, 0.43333333333333335, 4.366666666666666, 62.1, 8.9, 22.166666666666668, 46.2, 15.433333333333334, 28.7, 9.9, 11.5, 6.3, 14.833333333333334, 8.7, 23.833333333333332, 472.0, 244.43333333333334, 389.8666666666667, 512.8, 536.3, 654.0333333333333, 327.7, 110.06666666666666, 251.76666666666668, 289.03333333333336, 70.5, 183.06666666666666, 64.13333333333334, 268.6, 300.93333333333334, 6.6, 17.0, 32.13333333333333, 87.46666666666667, 284.03333333333336, 308.4, 225.06666666666666, 376.3, 180.1, 373.96666666666664, 459.6333333333333, 387.3, 224.66666666666666, 325.5, 142.8, 14.466666666666667]",9.0
"[49.3, 61.733333333333334, 343.2, 76.93333333333334, 3.2666666666666666, 7.166666666666667, 55.06666666666667, 1.6666666666666667, 15.466666666666667, 45.9, 27.466666666666665, 16.4, 16.433333333333334, 16.766666666666666, 9.733333333333333, 8.533333333333333, 254.23333333333332, 35.86666666666667, 31.8, 35.2, 13.466666666666667, 355.3, 221.8, 738.1333333333333, 447.1666666666667, 361.8333333333333, 270.46666666666664, 274.3666666666667, 388.1333333333333, 34.93333333333333, 6.2, 44.13333333333333, 124.56666666666666, 138.7, 20.3, 58.766666666666666, 153.36666666666667, 110.5, 97.3, 289.76666666666665, 317.8, 3.966666666666667, 138.3, 233.5, 5.533333333333333, 30.066666666666666, 41.5, 124.96666666666667]",9.0
"[127.36666666666666, 358.96666666666664, 205.93333333333334, 27.0, 9.6, 7.6, 23.366666666666667, 16.566666666666666, 17.966666666666665, 11.3, 6.5, 48.733333333333334, 3.433333333333333, 31.166666666666668, 21.833333333333332, 27.233333333333334, 9.033333333333333, 18.5, 257.43333333333334, 311.1, 249.96666666666667, 25.033333333333335, 53.166666666666664, 392.4, 370.9, 154.06666666666666, 125.2, 214.2, 168.06666666666666, 24.266666666666666, 115.36666666666666, 26.166666666666668, 58.6, 685.2666666666667, 356.6666666666667, 634.2, 79.23333333333333, 116.83333333333333, 60.03333333333333, 219.63333333333333, 598.0333333333333, 452.96666666666664, 242.03333333333333, 171.2, 213.83333333333334, 94.3, 40.86666666666667, 307.06666666666666]",9.0
"[157.33333333333334, 159.9, 15.733333333333333, 0.5, 12.033333333333333, 56.8, 13.966666666666667, 6.866666666666666, 18.233333333333334, 0.3333333333333333, 17.9, 47.7, 14.333333333333334, 9.7, 16.766666666666666, 300.3, 100.4, 10.7, 357.73333333333335, 117.06666666666666, 289.8666666666667, 1111.8666666666666, 644.6666666666666, 786.6666666666666, 731.4333333333333, 495.5, 801.2333333333333, 307.26666666666665, 170.86666666666667, 336.7, 235.06666666666666, 190.23333333333332, 20.266666666666666, 119.26666666666667, 379.4, 204.03333333333333, 467.1, 177.66666666666666, 67.33333333333333, 290.4, 134.6, 337.56666666666666, 239.43333333333334, 145.86666666666667, 140.0, 99.96666666666667, 122.66666666666667, 295.1666666666667]",9.0
"[223.76666666666668, 53.2, 41.766666666666666, 12.233333333333333, 44.4, 6.966666666666667, 10.0, 28.133333333333333, 29.633333333333333, 11.033333333333333, 20.266666666666666, 12.1, 15.6, 56.4, 302.06666666666666, 34.6, 24.866666666666667, 138.66666666666666, 279.1, 124.2, 660.8333333333334, 536.5333333333333, 169.66666666666666, 402.56666666666666, 480.23333333333335, 252.8, 713.7, 374.53333333333336, 400.4, 157.03333333333333, 386.43333333333334, 509.6333333333333, 515.8, 17.9, 52.3, 174.53333333333333, 493.93333333333334, 147.2, 51.166666666666664, 136.26666666666668, 418.46666666666664, 126.83333333333333, 103.36666666666666, 359.76666666666665, 169.43333333333334, 113.76666666666667, 187.76666666666668, 116.83333333333333]",9.0
"[125.5, 10.833333333333334, 6.8, 54.43333333333333, 5.266666666666667, 6.466666666666667, 49.8, 56.2, 30.1, 21.733333333333334, 15.666666666666666, 17.933333333333334, 18.5, 9.533333333333333, 9.933333333333334, 24.133333333333333, 204.73333333333332, 92.23333333333333, 9.4, 134.1, 290.9, 342.3, 749.7333333333333, 621.4666666666667, 263.8666666666667, 311.93333333333334, 263.7, 224.96666666666667, 181.0, 73.63333333333334, 96.5, 10.433333333333334, 34.7, 34.2, 260.5, 833.0333333333333, 614.1, 73.96666666666667, 168.9, 94.83333333333333, 74.9, 341.3, 447.23333333333335, 316.76666666666665, 238.3, 59.13333333333333, 103.7, 66.2]",9.0
"[17.866666666666667, 14.1, 2.2333333333333334, 8.7, 14.566666666666666, 39.733333333333334, 6.666666666666667, 14.7, 3.033333333333333, 11.633333333333333, 12.866666666666667, 5.4, 5.733333333333333, 5.8, 31.0, 395.06666666666666, 804.5666666666667, 258.03333333333336, 581.0, 223.76666666666668, 505.03333333333336, 964.2, 482.6333333333333, 426.0, 770.0666666666667, 841.4666666666667, 1125.1, 494.73333333333335, 465.46666666666664, 636.8333333333334, 679.1, 579.4333333333333, 670.8666666666667, 721.6666666666666, 583.3, 1032.1, 1137.0666666666666, 1074.4333333333334, 720.6333333333333, 811.1666666666666, 574.7, 469.43333333333334, 395.5, 490.96666666666664, 609.6333333333333, 595.7666666666667, 106.93333333333334, 49.6]",10.0
"[23.066666666666666, 8.633333333333333, 31.7, 8.966666666666667, 5.733333333333333, 13.033333333333333, 7.533333333333333, 17.133333333333333, 9.133333333333333, 31.7, 16.1, 48.2, 7.766666666666667, 25.7, 0.0, 98.83333333333333, 493.9, 577.4, 511.56666666666666, 720.3666666666667, 764.3333333333334, 1034.2333333333333, 708.9, 1199.5666666666666, 553.5333333333333, 1055.0333333333333, 784.9333333333333, 698.3333333333334, 727.3333333333334, 762.7333333333333, 553.7, 334.46666666666664, 788.8666666666667, 424.7, 369.8, 226.36666666666667, 273.3, 348.1666666666667, 161.86666666666667, 363.0, 363.0, 214.1, 166.23333333333332, 840.8, 403.5, 480.6, 63.5, 81.86666666666666]",10.0
"[130.36666666666667, 63.166666666666664, 22.533333333333335, 1.9333333333333333, 2.6666666666666665, 1.7, 14.9, 0.0, 12.133333333333333, 1.9666666666666666, 21.433333333333334, 22.1, 2.6333333333333333, 14.566666666666666, 346.5, 273.03333333333336, 573.9, 614.7333333333333, 335.0, 335.0, 335.0, 386.4, 270.43333333333334, 352.53333333333336, 628.9333333333333, 256.76666666666665, 217.4, 255.96666666666667, 192.06666666666666, 817.3666666666667, 845.4666666666667, 348.8666666666667, 702.1, 728.1, 955.8, 249.1, 728.0, 471.3666666666667, 657.6666666666666, 384.43333333333334, 822.9333333333333, 513.2333333333333, 302.06666666666666, 601.4666666666667, 411.3333333333333, 607.5333333333333, 246.9, 11.1]",10.0
"[13.6, 25.933333333333334, 12.0, 1.3333333333333333, 12.7, 13.766666666666667, 0.23333333333333334, 18.1, 12.6, 5.8, 11.0, 19.966666666666665, 17.2, 68.63333333333334, 297.46666666666664, 189.6, 501.3333333333333, 835.8, 675.7666666666667, 653.7666666666667, 402.76666666666665, 963.5333333333333, 573.7333333333333, 368.76666666666665, 468.8666666666667, 388.3, 329.0, 329.0, 658.9666666666667, 505.3, 620.6666666666666, 1026.9666666666667, 581.5, 345.76666666666665, 466.4, 51.8, 113.46666666666667, 562.9, 92.66666666666667, 180.53333333333333, 465.03333333333336, 210.33333333333334, 403.6333333333333, 869.8, 394.6666666666667, 192.7, 308.3666666666667, 522.7333333333333]",10.0
"[0.0, 16.933333333333334, 17.3, 13.666666666666666, 4.2, 20.7, 10.166666666666666, 26.6, 24.566666666666666, 27.633333333333333, 14.9, 24.733333333333334, 31.666666666666668, 7.9, 35.36666666666667, 23.266666666666666, 26.333333333333332, 12.266666666666667, 15.9, 326.6, 356.6333333333333, 405.26666666666665, 313.0, 321.53333333333336, 237.33333333333334, 389.23333333333335, 453.3666666666667, 825.0666666666667, 527.7, 530.4, 1093.4666666666667, 875.0666666666667, 928.2333333333333, 711.0, 397.06666666666666, 505.7, 656.6, 909.6, 847.6, 753.9666666666667, 284.8, 416.46666666666664, 325.73333333333335, 487.03333333333336, 726.5, 37.36666666666667, 3.1, 14.233333333333333]",10.0
"[16.933333333333334, 2.5, 4.366666666666666, 11.066666666666666, 8.766666666666667, 19.7, 34.0, 16.933333333333334, 37.2, 74.93333333333334, 72.63333333333334, 46.233333333333334, 73.56666666666666, 39.3, 32.43333333333333, 380.0, 183.26666666666668, 326.9, 257.0, 908.7666666666667, 418.43333333333334, 460.1666666666667, 428.6666666666667, 487.23333333333335, 582.3333333333334, 644.7, 554.5, 557.9666666666667, 303.6, 262.0, 760.7, 280.53333333333336, 10.866666666666667, 148.63333333333333, 453.6, 155.06666666666666, 378.9, 305.6666666666667, 170.73333333333332, 270.3333333333333, 651.3, 384.1333333333333, 281.26666666666665, 378.9, 301.56666666666666, 359.93333333333334, 50.8, 8.3]",10.0
"[55.9, 10.8, 23.033333333333335, 18.666666666666668, 4.766666666666667, 5.266666666666667, 25.066666666666666, 11.8, 7.8, 32.333333333333336, 28.6, 24.8, 17.233333333333334, 22.966666666666665, 14.966666666666667, 477.4, 333.8, 226.53333333333333, 377.0, 377.0, 474.1, 682.4333333333333, 428.3666666666667, 384.1666666666667, 654.3666666666667, 851.2666666666667, 716.4666666666667, 486.46666666666664, 549.9666666666667, 363.03333333333336, 345.26666666666665, 463.5, 1094.4, 834.4666666666667, 330.73333333333335, 796.9333333333333, 935.7666666666667, 1314.6666666666667, 952.6666666666666, 236.73333333333332, 433.56666666666666, 490.76666666666665, 836.5333333333333, 690.3, 553.3, 60.666666666666664, 2.1, 22.9]",10.0
"[31.3, 0.0, 9.0, 17.433333333333334, 0.1, 10.233333333333333, 7.3, 0.0, 31.333333333333332, 13.466666666666667, 4.733333333333333, 20.266666666666666, 24.033333333333335, 13.633333333333333, 43.3, 48.46666666666667, 509.56666666666666, 120.56666666666666, 635.6333333333333, 733.7333333333333, 96.56666666666666, 136.1, 311.0, 311.0, 435.96666666666664, 385.4, 154.76666666666668, 2.566666666666667, 438.2, 633.1, 509.06666666666666, 310.1666666666667, 413.56666666666666, 412.6333333333333, 1177.2666666666667, 1191.8, 1541.3666666666666, 697.6, 446.7, 906.1, 704.7333333333333, 616.1666666666666, 250.7, 409.46666666666664, 37.766666666666666, 74.76666666666667, 54.06666666666667, 6.233333333333333]",10.0
"[19.533333333333335, 18.966666666666665, 8.333333333333334, 18.133333333333333, 25.166666666666668, 26.666666666666668, 21.133333333333333, 4.133333333333334, 17.733333333333334, 1.9, 39.03333333333333, 15.4, 15.233333333333333, 31.933333333333334, 50.666666666666664, 384.96666666666664, 428.8666666666667, 518.9666666666667, 184.4, 455.93333333333334, 295.0, 295.0, 241.36666666666667, 678.9666666666667, 627.1, 364.46666666666664, 464.9, 513.8333333333334, 441.73333333333335, 248.3, 614.3666666666667, 824.2666666666667, 444.76666666666665, 583.9666666666667, 479.5, 559.2666666666667, 128.0, 592.2666666666667, 544.5, 1113.9666666666667, 249.56666666666666, 455.26666666666665, 437.6, 276.5, 324.56666666666666, 44.96666666666667, 24.966666666666665, 3.7666666666666666]",10.0
"[28.766666666666666, 5.5, 80.23333333333333, 7.166666666666667, 17.166666666666668, 14.033333333333333, 33.53333333333333, 28.433333333333334, 36.666666666666664, 36.06666666666667, 0.0, 40.6, 21.4, 18.433333333333334, 21.266666666666666, 62.3, 110.33333333333333, 380.8333333333333, 271.5, 150.26666666666668, 254.0, 254.0, 598.0, 754.4666666666667, 896.8, 203.3, 452.93333333333334, 813.6666666666666, 561.3333333333334, 239.56666666666666, 210.13333333333333, 295.7, 331.3, 511.46666666666664, 354.3, 266.53333333333336, 299.7, 472.76666666666665, 252.0, 252.0, 252.0, 0.0, 457.96666666666664, 307.0, 228.43333333333334, 407.8, 316.46666666666664, 499.7]",10.0
"[168.06666666666666, 336.8333333333333, 4.533333333333333, 17.5, 13.533333333333333, 33.733333333333334, 6.366666666666666, 5.266666666666667, 24.166666666666668, 40.93333333333333, 15.933333333333334, 34.0, 24.433333333333334, 29.866666666666667, 25.0, 138.73333333333332, 782.0, 446.43333333333334, 251.86666666666667, 282.2, 642.0, 633.5, 558.7666666666667, 190.83333333333334, 344.3, 391.53333333333336, 257.1666666666667, 368.8333333333333, 656.1333333333333, 435.76666666666665, 458.5, 293.3, 229.0, 229.0, 229.0, 229.0, 229.0, 229.0, 229.0, 229.0, 229.0, 229.0, 229.0, 229.0, 229.0, 52.1, 13.033333333333333, 24.0]",10.0
"[31.433333333333334, 24.2, 7.966666666666667, 21.966666666666665, 32.93333333333333, 19.933333333333334, 6.933333333333334, 28.9, 10.866666666666667, 25.366666666666667, 15.7, 17.233333333333334, 71.0, 91.0, 86.76666666666667, 77.46666666666667, 287.1333333333333, 440.2, 185.76666666666668, 489.6333333333333, 793.9333333333333, 621.0333333333333, 699.5333333333333, 477.1333333333333, 345.3666666666667, 257.8, 410.23333333333335, 267.4, 298.9, 266.76666666666665, 233.36666666666667, 808.0333333333333, 142.0, 708.2666666666667, 419.8, 393.3, 584.2, 922.3666666666667, 82.13333333333334, 363.5, 271.0, 307.8666666666667, 477.2, 431.3333333333333, 384.4, 41.1, 8.366666666666667, 36.86666666666667]",10.0
"[42.63333333333333, 7.2, 6.9, 22.833333333333332, 21.333333333333332, 16.133333333333333, 3.1, 5.233333333333333, 26.5, 14.633333333333333, 7.466666666666667, 15.7, 2.1333333333333333, 64.63333333333334, 39.56666666666667, 53.96666666666667, 322.0, 322.0, 322.0, 322.0, 375.56666666666666, 100.63333333333334, 309.4, 105.23333333333333, 698.7666666666667, 900.5, 971.3666666666667, 539.0666666666667, 350.73333333333335, 489.6333333333333, 318.8, 661.9333333333333, 432.56666666666666, 517.9333333333333, 526.8, 710.5, 364.6333333333333, 907.7333333333333, 1023.7666666666667, 546.2333333333333, 418.46666666666664, 636.8666666666667, 327.53333333333336, 464.93333333333334, 848.7, 203.4, 36.9, 25.8]",10.0
"[18.3, 10.033333333333333, 13.433333333333334, 55.9, 16.666666666666668, 24.1, 24.433333333333334, 5.566666666666666, 31.6, 18.466666666666665, 8.3, 15.033333333333333, 19.466666666666665, 35.1, 112.9, 442.6, 60.5, 64.0, 64.0, 519.5333333333333, 405.1, 722.2, 36.13333333333333, 33.8, 0.6333333333333333, 0.0, 0.8, 0.0, 32.0, 16.233333333333334, 236.2, 0.0, 0.0, 0.0, 4.766666666666667, 0.0, 19.166666666666668, 0.0, 0.0, 0.0, 6.766666666666667, 0.0, 0.0, 0.0, 0.0, 4.966666666666667, 0.0, 0.0]",10.0
"[137.53333333333333, 1.8333333333333333, 2.6666666666666665, 2.6666666666666665, 5.933333333333334, 21.566666666666666, 5.633333333333334, 3.3333333333333335, 16.733333333333334, 7.333333333333333, 8.166666666666666, 94.16666666666667, 137.9, 4.0, 4.366666666666666, 6.866666666666666, 3.1, 47.766666666666666, 36.833333333333336, 4.8, 6.7, 23.866666666666667, 4.966666666666667, 6.466666666666667, 1.0, 8.5, 781.4666666666667, 354.1333333333333, 317.1333333333333, 700.2666666666667, 411.6666666666667, 166.76666666666668, 123.46666666666667, 312.26666666666665, 39.6, 30.4, 19.633333333333333, 87.83333333333333, 776.7, 502.6, 349.6, 179.6, 8.7, 37.36666666666667, 7.2, 424.3666666666667, 0.16666666666666666, 119.96666666666667]",11.0
"[118.56666666666666, 11.633333333333333, 0.3, 4.3, 0.0, 2.2333333333333334, 16.566666666666666, 2.3333333333333335, 0.0, 15.333333333333334, 18.766666666666666, 146.5, 108.63333333333334, 5.533333333333333, 0.0, 14.5, 8.433333333333334, 5.133333333333334, 301.3, 96.03333333333333, 657.2666666666667, 150.33333333333334, 205.03333333333333, 281.56666666666666, 171.4, 64.86666666666666, 154.93333333333334, 241.3, 406.3333333333333, 60.8, 21.1, 332.7, 134.76666666666668, 457.4, 223.03333333333333, 279.53333333333336, 219.3, 405.8333333333333, 160.5, 17.433333333333334, 45.166666666666664, 117.13333333333334, 16.866666666666667, 422.5, 45.56666666666667, 260.23333333333335, 35.6, 161.6]",11.0
"[25.133333333333333, 88.3, 37.56666666666667, 106.43333333333334, 126.43333333333334, 47.0, 55.266666666666666, 108.03333333333333, 0.0, 1.2333333333333334, 3.2, 17.7, 0.0, 0.0, 3.3, 1.5, 16.0, 11.0, 4.5, 0.1, 10.966666666666667, 8.666666666666666, 6.666666666666667, 2.3333333333333335, 347.93333333333334, 328.03333333333336, 410.6666666666667, 491.23333333333335, 143.33333333333334, 521.8, 215.53333333333333, 377.6666666666667, 364.2, 372.9, 141.86666666666667, 271.7, 361.6, 259.26666666666665, 173.03333333333333, 816.5666666666667, 587.6, 100.53333333333333, 363.53333333333336, 242.43333333333334, 450.93333333333334, 357.23333333333335, 303.1, 183.66666666666666]",11.0
"[506.6666666666667, 497.96666666666664, 258.6333333333333, 381.2, 352.5, 245.06666666666666, 82.86666666666666, 63.03333333333333, 205.6, 93.53333333333333, 0.0, 0.0, 0.1, 13.9, 8.8, 1.0, 0.0, 1.5666666666666667, 0.23333333333333334, 16.333333333333332, 2.3333333333333335, 0.0, 3.1333333333333333, 114.53333333333333, 169.63333333333333, 151.36666666666667, 169.3, 161.0, 204.0, 224.2, 402.5, 741.2333333333333, 358.46666666666664, 267.0, 367.96666666666664, 771.7, 133.33333333333334, 160.33333333333334, 183.06666666666666, 123.86666666666666, 228.06666666666666, 147.36666666666667, 513.3, 207.2, 470.73333333333335, 260.46666666666664, 219.06666666666666, 311.0]",11.0
"[382.8333333333333, 45.5, 160.6, 99.8, 58.233333333333334, 156.9, 77.26666666666667, 126.03333333333333, 0.0, 0.0, 3.1, 13.533333333333333, 11.733333333333333, 0.0, 2.3, 9.066666666666666, 7.733333333333333, 1.8333333333333333, 6.666666666666667, 1.1666666666666667, 3.1, 1.7666666666666666, 3.8666666666666667, 2.6666666666666665, 50.6, 7.233333333333333, 7.5, 5.466666666666667, 8.9, 18.0, 0.0, 215.63333333333333, 93.86666666666666, 7.9, 35.733333333333334, 50.0, 129.96666666666667, 12.066666666666666, 26.9, 16.4, 20.266666666666666, 19.1, 7.233333333333333, 20.466666666666665, 17.133333333333333, 34.266666666666666, 315.26666666666665, 97.33333333333333]",11.0
"[9.533333333333333, 17.666666666666668, 0.16666666666666666, 14.666666666666666, 6.366666666666666, 0.0, 0.0, 8.0, 8.166666666666666, 4.366666666666666, 2.466666666666667, 1.1, 7.5, 7.866666666666666, 18.666666666666668, 4.466666666666667, 18.033333333333335, 10.333333333333334, 4.033333333333333, 5.933333333333334, 0.0, 2.1333333333333333, 1.4333333333333333, 1.3666666666666667, 1.0666666666666667, 302.26666666666665, 514.4333333333333, 230.26666666666668, 131.3, 10.433333333333334, 355.23333333333335, 13.166666666666666, 153.56666666666666, 101.56666666666666, 315.56666666666666, 80.4, 41.43333333333333, 68.4, 51.266666666666666, 220.26666666666668, 195.83333333333334, 26.933333333333334, 219.16666666666666, 15.066666666666666, 96.03333333333333, 124.4, 0.0, 6.033333333333333]",11.0
"[8.8, 16.733333333333334, 4.366666666666666, 1.7666666666666666, 5.133333333333334, 16.3, 3.8666666666666667, 6.766666666666667, 8.633333333333333, 2.0, 2.8333333333333335, 63.9, 157.43333333333334, 6.933333333333334, 10.133333333333333, 0.0, 18.033333333333335, 1.4666666666666666, 2.2333333333333334, 4.7, 0.6333333333333333, 7.633333333333334, 0.1, 114.63333333333334, 3.533333333333333, 1.7666666666666666, 2.533333333333333, 0.1, 1.6333333333333333, 1.2333333333333334, 195.56666666666666, 149.83333333333334, 171.43333333333334, 343.73333333333335, 589.4, 488.06666666666666, 411.7, 512.0666666666667, 337.1666666666667, 348.1, 531.6333333333333, 84.6, 408.1666666666667, 60.53333333333333, 13.9, 307.8333333333333, 7.7, 2.433333333333333]",11.0
"[1.3333333333333333, 0.0, 8.066666666666666, 10.933333333333334, 0.0, 2.2, 20.333333333333332, 1.4, 4.466666666666667, 7.366666666666666, 2.433333333333333, 6.966666666666667, 7.233333333333333, 13.066666666666666, 2.533333333333333, 10.033333333333333, 11.0, 7.733333333333333, 8.1, 0.9333333333333333, 3.0, 0.0, 2.7, 192.36666666666667, 486.1333333333333, 243.33333333333334, 186.2, 144.5, 249.33333333333334, 209.66666666666666, 528.6333333333333, 332.26666666666665, 634.7666666666667, 143.9, 603.3666666666667, 61.1, 26.166666666666668, 53.666666666666664, 231.13333333333333, 28.733333333333334, 621.5, 45.333333333333336, 338.8666666666667, 138.4, 78.03333333333333, 178.2, 75.46666666666667, 341.6666666666667]",11.0
"[81.03333333333333, 85.3, 121.86666666666666, 20.366666666666667, 40.1, 35.46666666666667, 94.56666666666666, 80.9, 0.0, 2.3333333333333335, 24.433333333333334, 0.0, 0.0, 0.9333333333333333, 7.233333333333333, 2.6666666666666665, 2.3333333333333335, 0.0, 155.03333333333333, 141.73333333333332, 98.16666666666667, 3.3333333333333335, 147.0, 466.4, 77.36666666666666, 1038.0666666666666, 267.6, 87.13333333333334, 116.73333333333333, 269.03333333333336, 215.86666666666667, 172.3, 92.83333333333333, 51.53333333333333, 397.3333333333333, 216.93333333333334, 209.5, 195.66666666666666, 195.83333333333334, 464.06666666666666, 475.6, 26.5, 25.433333333333334, 357.26666666666665, 45.266666666666666, 75.2, 355.3333333333333, 22.5]",11.0
"[0.6, 96.73333333333333, 32.1, 60.03333333333333, 0.0, 0.0, 0.43333333333333335, 15.133333333333333, 0.0, 0.0, 3.7666666666666666, 0.43333333333333335, 5.866666666666666, 8.366666666666667, 1.2333333333333334, 6.4, 0.0, 4.866666666666666, 16.9, 2.7333333333333334, 3.5, 3.433333333333333, 62.9, 521.5333333333333, 1071.5666666666666, 783.7, 488.76666666666665, 506.3, 236.53333333333333, 141.3, 280.8333333333333, 664.8, 785.5, 463.6, 682.6333333333333, 701.2, 142.9, 587.1666666666666, 381.23333333333335, 853.6333333333333, 435.3666666666667, 259.6, 323.73333333333335, 678.9333333333333, 250.3, 641.3666666666667, 391.43333333333334, 366.96666666666664]",11.0
"[211.03333333333333, 243.46666666666667, 496.4, 280.9, 143.2, 63.733333333333334, 117.13333333333334, 397.53333333333336, 56.93333333333333, 191.13333333333333, 0.0, 8.633333333333333, 0.0, 6.466666666666667, 0.0, 0.0, 0.9, 2.8666666666666667, 30.966666666666665, 5.0, 10.3, 5.466666666666667, 3.7666666666666666, 0.4, 8.633333333333333, 203.96666666666667, 258.93333333333334, 388.8333333333333, 210.0, 723.6333333333333, 398.93333333333334, 509.3666666666667, 336.4, 399.6666666666667, 533.7, 378.46666666666664, 868.6333333333333, 259.26666666666665, 214.16666666666666, 123.93333333333334, 77.96666666666667, 451.0, 156.53333333333333, 314.53333333333336, 402.9, 218.1, 93.43333333333334, 257.7]",11.0
"[437.26666666666665, 202.16666666666666, 348.53333333333336, 378.9, 162.3, 25.766666666666666, 57.53333333333333, 117.9, 30.166666666666668, 31.9, 132.23333333333332, 0.16666666666666666, 11.133333333333333, 9.633333333333333, 0.1, 1.6666666666666667, 4.033333333333333, 0.1, 1.6666666666666667, 3.533333333333333, 0.26666666666666666, 0.0, 7.3, 0.6666666666666666, 3.933333333333333, 1.3333333333333333, 2.533333333333333, 14.0, 151.23333333333332, 104.26666666666667, 21.166666666666668, 44.7, 247.76666666666668, 121.76666666666667, 189.9, 14.133333333333333, 33.266666666666666, 427.6333333333333, 17.466666666666665, 18.266666666666666, 69.06666666666666, 78.7, 5.866666666666666, 54.56666666666667, 11.1, 15.3, 7.3, 522.0333333333333]",11.0
